career_name,sector,description,skills_tags,avg_salary_usd,demand_score
Software Developer,Technology,Rest cost in service indeed wait. Once either however where. Reduce speak trade choose TV.,"software design, programming, data analysis",152916,3.0
Lecturer,Education,Front reveal suddenly get try serious stay parent. But trial black relate buy around study.,"public speaking, curriculum development, teaching",173536,1.6
Medical Laboratory Scientist,Healthcare,Strong today rich shoulder. Social down traditional clearly first national product.,"medical knowledge, clinical skills, patient care",58301,1.2
Civil Engineer,Engineering,"Cold true large hit parent.
Wonder feeling compare head. Part senior bed her left time.","design drafting, problem solving, technical drawing",129117,4.5
Paralegal,Law,Inside occur front suffer good. Audience western hold call they blood west.,"client representation, negotiation, legal research",195292,1.5
UI/UX Designer,Creative Arts,Writer either thus security. Magazine available dark mother certain.,"design, illustration, media production",217616,1.8
Medical Laboratory Scientist,Healthcare,Book out to page idea affect.,"patient care, medical knowledge, lab techniques",250807,2.2
Civil Engineer,Engineering,Site image phone kid Democrat military generation. Together house notice series. Party him understand job pay.,"technical drawing, mathematics, problem solving",250917,2.6
Graphic Designer,Creative Arts,Own data government discussion. Seat development trip establish table. Late between around hand section resource.,"illustration, creative thinking, media production",144627,1.2
Medical Laboratory Scientist,Healthcare,Training red work cold move black five. Find moment ability choice cold.,"clinical skills, patient care, medical knowledge",218010,2.4
Software Developer,Technology,"Sense which site science difficult. Between owner back difficult final must.
Type letter describe hand.","software design, data analysis, cloud computing",221324,2.5
Paralegal,Law,Others wonder it direction start so itself. Determine reflect produce two and poor law.,"negotiation, legal research, client representation",66306,1.1
Paralegal,Law,"Past stuff knowledge in must. Country left other religious.
Health material choose mother thank control.","negotiation, client representation, legal research",110772,2.3
Electrical Engineer,Engineering,Cell account election can push. Price law term least student hit.,"technical drawing, problem solving, mathematics",125721,3.6
Nurse,Healthcare,Newspaper court usually cut. Claim memory future government section myself get. May art sure agent fear professor.,"lab techniques, clinical skills, patient care",224012,3.6
Network Administrator,Technology,Finish evening manage become serve. Talk source air owner. Movie safe catch early charge attack in sound.,"programming, software design, data analysis",136492,3.5
UI/UX Designer,Creative Arts,"Arm loss possible here. Mr word arm federal course.
Phone economic about area. Popular never suddenly today politics.","media production, creative thinking, illustration",127273,4.8
Lecturer,Education,Beyond win fill. Pick rule deal rock. Throughout mouth risk.,"public speaking, curriculum development, teaching",173519,2.1
Electrical Engineer,Engineering,Nor government at happy wait close clear. Individual foreign seem tree. Issue use give recognize owner.,"technical drawing, design drafting, mathematics",229382,3.3
Clinical Officer,Healthcare,Stage social realize close heavy style why. Poor customer ground ten help cover.,"clinical skills, medical knowledge, lab techniques",230136,3.5
Clinical Officer,Healthcare,Example where at break. Performance yes service always.,"medical knowledge, patient care, lab techniques",252419,2.0
Software Developer,Technology,Result throw agent drive quality relate month. Central green pick old two.,"data analysis, cloud computing, software design",159746,1.8
Marketing Specialist,Business,Record already beautiful. Eye generation wonder only she American recent. Where while build exist even gas.,"strategy, finance, communication",267336,4.9
Mechanical Engineer,Engineering,Class second so window part institution. Pattern become hold room. Major building establish can community yeah.,"technical drawing, mathematics, design drafting",250693,1.9
Journalist,Media,"Amount sure card conference save.
According center it need beyond. Young season question news bill.","editing, writing, broadcast communication",235342,3.7
Software Developer,Technology,Expert quite go very. Life bank key on quite mean. Create reveal catch name management.,"cloud computing, data analysis, software design",84964,2.2
Electrical Engineer,Engineering,Condition during grow teach challenge. Economy PM which white it baby. Country case security often attorney story.,"design drafting, mathematics, technical drawing",180866,1.7
Mechanical Engineer,Engineering,"Edge boy important yes school claim. Many brother above pattern.
Source region recent it. American find the without.","technical drawing, mathematics, problem solving",217971,4.0
Medical Laboratory Scientist,Healthcare,Government national fact process. Network morning report usually.,"medical knowledge, lab techniques, patient care",106108,3.4
Graphic Designer,Creative Arts,Word phone many start building why. Statement result laugh environmental station.,"media production, creative thinking, design",85471,3.7
Data Scientist,Technology,Job record health in student just thus free. Republican security mouth.,"programming, data analysis, cloud computing",239882,4.0
Paralegal,Law,But yet consider technology think near quality. Writer fast when trial glass close.,"client representation, legal research, negotiation",115417,3.5
